TBL_DEF_ID	TABLE_NAME	FIELD_NAME	TYPE_NAME	ALLOW_NULL	KEY_DIV	DEFAULT_VALUE	EXTRA	TABLE_LOGICAL_NAME	FIELD_LOGICAL_NAME	FOREIGN_TABLE	DESC_FIELD
1002816	ANKEN	CREATED_AT	DATETIME	YES		null		案件	作成日時		
1002817	ANKEN	UPDATED_BY	VARCHAR(128)	YES		null		案件	更新者		
1002818	ANKEN	UPDATED_AT	TIMESTAMP	YES		null		案件	更新日時		
1002901	ATTR_IN_ANKEN	ATTR_IN_ANKEN_ID	INT	NO	PRI	null	AUTO_INCREMENT	案件内属性	案件内属性ID		
1002902	ATTR_IN_ANKEN	ANKEN_ID	INT	YES		null		案件内属性	案件ID	ANKEN	
1002903	ATTR_IN_ANKEN	ATTR_ID	INT	YES		null		案件内属性	属性ID	ATTR	
1002904	ATTR_IN_ANKEN	VERSION	INT	YES		null		案件内属性	バージョン		
1002905	ATTR_IN_ANKEN	IS_DELETED	INT	YES		null		案件内属性	削除フラグ		
1002906	ATTR_IN_ANKEN	CREATED_BY	VARCHAR(128)	YES		null		案件内属性	作成者		
1002907	ATTR_IN_ANKEN	CREATED_AT	DATETIME	YES		null		案件内属性	作成日時		
1002908	ATTR_IN_ANKEN	UPDATED_BY	VARCHAR(128)	YES		null		案件内属性	更新者		
1002909	ATTR_IN_ANKEN	UPDATED_AT	TIMESTAMP	YES		null		案件内属性	更新日時
